model_name,gpu_type,input_tokens,output_tokens,qps,best_of,use_beam_search,num_prompts,mean_latency,p50_latency,p90_latency,p95_latency,p99_latency,p100_latency
mistralai/Mistral-7B-v0.1,4xA4000,200,100,5.0,1,False,20,2.148827329481719,2.213587895501405,2.292407053394709,2.2971266977954654,2.330179170044139,2.3384422881063074
mistralai/Mistral-7B-v0.1,4xA4000,200,100,5.0,1,False,20,2.1136955212801696,2.1241866360069253,2.2478365614428184,2.275355896347901,2.305677393617807,2.3132577679352835
